source,target,weight,annee,mois,commentaire
BORDEAUX ST JEAN,NANTES,75.7,2017,0,
NÎMES,CLERMONT FERRAND,64.21,2017,0,
PARIS BERCY,NEVERS,84.33,2017,0,
PARIS NORD,MAUBEUGE,87.23,2017,0,
TOURS,CAEN,83.34,2017,0,
BELFORT,PARIS EST,89.82,2017,0,
LYON PART DIEU,NANTES,86.26,2017,0,
BOULOGNE,PARIS NORD,85.56,2017,0,
CAEN,PARIS ST LAZARE,88.12,2017,0,
LIMOGES,BORDEAUX ST JEAN,90.91,2017,0,
MAUBEUGE,PARIS NORD,91.19,2017,0,
NANTES,BORDEAUX ST JEAN,69.46,2017,0,
PARIS AUSTERLITZ,BOURGES,88.43,2017,0,
PARIS NORD,AMIENS,83.73,2017,0,
PARIS BERCY,CLERMONT FERRAND,85.7,2017,0,
PARIS NORD,BOULOGNE,89.46,2017,0,
PARIS ST LAZARE,TROUVILLE DEAUVILLE,72.44,2017,0,
CAEN,TOURS,84.71,2017,0,
TROYES,PARIS EST,87.01,2017,0,
NANTES,LYON PART DIEU,88.79,2017,0,
NICE,BORDEAUX ST JEAN,68.55,2017,0,
CLERMONT FERRAND,NÎMES,95.49,2015,0,
CERBERE,PARIS AUSTERLITZ,73.47,2017,0,
PARIS AUSTERLITZ,CERBERE,67.17,2017,0,
CHERBOURG,PARIS ST LAZARE,92.3,2017,0,
